"hfpxzc href","qBF1Pd","MW4etd","UY7F9","W4Efsd","W4Efsd 2","W4Efsd 3","W4Efsd 4","W4Efsd 5","W4Efsd 6","UsdlK","lcr4fd href","Cw1rxd","R8c4Qb","Cw1rxd 2","R8c4Qb 2","Jn12ke src","ah5Ghc","doJOZc","W4Efsd 7","ah5Ghc 2","ah5Ghc 3"
"https://www.google.fr/maps/place/Joliette+Services/data=!4m7!3m6!1s0x12c9c0ebaee898c3:0xfa574eda407877c3!8m2!3d43.3025508!4d5.3714109!16s%2Fg%2F1thzqzxm!19sChIJw5joruvAyRIRw3d4QNpOV_o?authuser=0&hl=fr&rclk=1","Joliette Services","3,7","(6)","Atelier de réparation automobile","·","47 Rue de la Joliette","·","Fermé","· Ouvre à 08:00 sam.","04 91 90 75 11","","","Itinéraires","","","","","","","",""
"https://www.google.fr/maps/place/Carrosserie+Peinture+Le+Chanterac/data=!4m7!3m6!1s0x12c9c0f30c3da01d:0x13bc63eb6f2cfb9a!8m2!3d43.3131047!4d5.3708291!16s%2Fg%2F11pzs0qw96!19sChIJHaA9DPPAyRIRmvssb-tjvBM?authuser=0&hl=fr&rclk=1","Carrosserie Peinture Le Chanterac","4,2","(40)","Atelier de réparation automobile","·","·","10 Rue de Chanterac","Fermé","· Ouvre à 08:00 lun.","04 91 91 25 74","","","Itinéraires","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Ma voiture est sortie propre et comme neuve du","","·","garage","."""
"https://www.google.fr/maps/place/garage+notre+dame/data=!4m7!3m6!1s0x12c9c0cf4aa3a0a7:0x31944823fc5e7fe1!8m2!3d43.2894322!4d5.3677169!16s%2Fg%2F11bzz_45mn!19sChIJp6CjSs_AyRIR4X9e_CNIlDE?authuser=0&hl=fr&rclk=1","garage notre dame","4,1","(24)","Atelier de réparation automobile","·","·","18 Rue des Lices","Fermé","· Ouvre à 08:00 sam.","04 91 31 90 05","","","Itinéraires","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","","·","Garage","où règne la bonne humeur."""
"https://www.google.fr/maps/place/Garage+Du+Littoral+Laborelli/data=!4m7!3m6!1s0x12c9c04c7c1372e7:0x70f41af62de1d4f8!8m2!3d43.3340951!4d5.3549869!16s%2Fg%2F11c709rmj0!19sChIJ53ITfEzAyRIR-NThLfYa9HA?authuser=0&hl=fr&rclk=1","Garage Du Littoral Laborelli","4,7","(52)","Garage automobile","·","·","88 Chem. du Littoral","Fermé","· Ouvre à 08:15 lun.","04 91 69 50 24","","","Itinéraires","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Enfin je vous recommande vivement ce","","·","garage","."""
"https://www.google.fr/maps/place/Le+St+Victor,+garage+priv%C3%A9,+1+minute+du+Vieux+Port/data=!4m10!3m9!1s0x12c9c0c60705e4e1:0xc878241a9ac12e5!5m2!4m1!1i2!8m2!3d43.2910309!4d5.3679099!16s%2Fg%2F11x6lz55bk!19sChIJ4eQFB8bAyRIR5RKsqUGChww?authuser=0&hl=fr&rclk=1","Le St Victor, garage privé, 1 minute du Vieux Port","","","Location de vacances","","","","","","","","","Itinéraires","","","","","","","",""
"https://www.google.fr/maps/place/Garage+d%27Arras/data=!4m7!3m6!1s0x12c9c72aab9f062d:0x455bde47ee5bb204!8m2!3d43.3077618!4d5.401196!16s%2Fg%2F1tfn5dz_!19sChIJLQafqyrHyRIRBLJb7kfeW0U?authuser=0&hl=fr&rclk=1","Garage d'Arras","4,8","(168)","Atelier de réparation automobile","·","·","3 Rue 5 Cents Couverts","Ferme bientôt","· 19:00 · Ouvre à 09:00 sam.","04 91 49 07 33","","","Itinéraires","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","","·","Garage","sérieux prix correct personnel sympathique et accueillant ."""
"https://www.google.fr/maps/place/Garage+Notre+Dame+de+La+Garde/data=!4m7!3m6!1s0x12c9c0b61178c119:0x9bcb220e5c02891e!8m2!3d43.286283!4d5.3740038!16s%2Fg%2F1tdssnd_!19sChIJGcF4EbbAyRIRHokCXA4iy5s?authuser=0&hl=fr&rclk=1","Garage Notre Dame de La Garde","3,2","(30)","Atelier de réparation automobile","·","·","88 Boulevard Notre Dame","Ouvert","· Ferme à 20:00","04 91 37 09 49","","","Itinéraires","","","","","","·","",""
"https://www.google.fr/maps/place/Garage+Bendrou/data=!4m7!3m6!1s0x12c9c08ee46e9a0f:0xb5c3f6b2a386f29e!8m2!3d43.3124962!4d5.3804864!16s%2Fg%2F11bzz2q4dv!19sChIJD5pu5I7AyRIRnvKGo7L2w7U?authuser=0&hl=fr&rclk=1","Garage Bendrou","5,0","(1)","Garage automobile","·","61 Rue Loubon","","","","06 68 23 44 91","","","Itinéraires","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Il m'a sauvé 'a voiture.""","","","",""
"https://www.google.fr/maps/place/Canique+Auto/data=!4m7!3m6!1s0x12c9c0c16d7e308f:0xe667c071fcfed5d7!8m2!3d43.2971817!4d5.3689473!16s%2Fg%2F11sqd1dzs9!19sChIJjzB-bcHAyRIR19X-_HHAZ-Y?authuser=0&hl=fr&rclk=1","Canique Auto","","","Garage automobile","","","","","","07 51 44 33 55","","","Itinéraires","","","","","","","",""
"https://www.google.fr/maps/place/Garage+Auto+%C3%A0+Lormont/data=!4m7!3m6!1s0x12c9c0c072254a21:0xcd096e170bc798f8!8m2!3d43.2985529!4d5.3724813!16s%2Fg%2F11fmdds5wg!19sChIJIUolcsDAyRIR-JjHCxduCc0?authuser=0&hl=fr&rclk=1","Garage Auto à Lormont","","","Atelier de carrosserie automobile","·","·","32 Rue de la République","","","05 40 25 16 13","https://www.duvalsayo.fr/contact.html","","Site Web","","Itinéraires","","","","","",""
"https://www.google.fr/maps/place/BH+M%C3%A9canique+%7C+m%C3%A9canicien+automobile+%C3%A0+domicile+marseille/data=!4m7!3m6!1s0x12c9c1c86f082537:0x1f292eeb3f7ac902!8m2!3d43.3266398!4d5.3750006!16s%2Fg%2F11tnnn4p2j!19sChIJNyUIb8jByRIRAsl6P-suKR8?authuser=0&hl=fr&rclk=1","BH Mécanique | mécanicien automobile à domicile marseille","4,8","(5)","Mécanicien","·","·","126 Bd Danielle Casanova","Ferme bientôt","· 19:00 · Ouvre à 07:00 sam.","07 51 26 86 02","https://sites.google.com/view/mecanicienadomicilemarseille/home","","Site Web","","Itinéraires","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Ce sont des professionnels et ils font très bien leur travail""","","·","",""
"https://www.google.fr/maps/place/GARAGE+NADJIM/data=!4m7!3m6!1s0x12c9c11ccdf75561:0x8c57df673a41e6a8!8m2!3d43.3206811!4d5.3877168!16s%2Fg%2F11ls_6xfkr!19sChIJYVX3zRzByRIRqOZBOmffV4w?authuser=0&hl=fr&rclk=1","GARAGE NADJIM","","","Garage automobile","·","38 Trav. du Colonel","","Ouvert 24h/24","","","https://www.garage-nadjim.fr/","","Site Web","","Itinéraires","","","","","",""
"https://www.google.fr/maps/place/St+Michel+garage+automobile/data=!4m7!3m6!1s0x12c9c14054b37a37:0x68dbf9f26b887fd8!8m2!3d43.2975881!4d5.3810513!16s%2Fg%2F11vq68cbrt!19sChIJN3qzVEDByRIR2H-Ia_L522g?authuser=0&hl=fr&rclk=1","St Michel garage automobile","","","Garage automobile","","","","","","07 80 72 68 62","","","Itinéraires","","","","","","","",""
"https://www.google.fr/maps/place/Garage+Banck/data=!4m7!3m6!1s0x12c9bf61a4235b29:0x9aac57f2155e72bf!8m2!3d43.3016608!4d5.3961494!16s%2Fg%2F11b6d4b8rw!19sChIJKVsjpGG_yRIRv3JeFfJXrJo?authuser=0&hl=fr&rclk=1","Garage Banck","4,9","(138)","Atelier de réparation automobile","·","·","9 Rue de Provence","Ferme bientôt","· 19:00 · Ouvre à 08:00 lun.","04 91 49 99 11","","","Itinéraires","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""... ici, vraiment on vous recommande vivement ce","","·","garage","!!"""
"https://www.google.fr/maps/place/Garage+H.M/data=!4m7!3m6!1s0x12c9c05aba9a9d77:0xbb4128ddb826feee!8m2!3d43.3287159!4d5.3633283!16s%2Fg%2F11bzz303k6!19sChIJd52aulrAyRIR7v4muN0oQbs?authuser=0&hl=fr&rclk=1","Garage H.M","4,0","(6)","Atelier de réparation automobile","·","·","67 Bd Oddo","","","","","","Itinéraires","","","","","","","",""
"https://www.google.fr/maps/place/RENAULT+CATALANS+MARSEILLE/data=!4m7!3m6!1s0x12c9c0d0b37a9dc9:0xc26d627193a76edc!8m2!3d43.290215!4d5.357263!16s%2Fg%2F1tc_ynzj!19sChIJyZ16s9DAyRIR3G6nk3FibcI?authuser=0&hl=fr&rclk=1","RENAULT CATALANS MARSEILLE","4,8","(188)","Concessionnaire automobile","·","·","39 Rue César Aleman","Fermé","· Ouvre à 08:00 lun.","04 91 52 38 83","https://concessionnaire.renault.fr/marseille-garage-catalans.html","","Site Web","","Itinéraires","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Enfin un","","·","garage","sérieux, digne de ce nom et surtout de Confiance."""
"https://www.google.fr/maps/place/Garage+du+canet/data=!4m7!3m6!1s0x12c9c1b41ee3190d:0x107ec369b723491b!8m2!3d43.3246071!4d5.3771008!16s%2Fg%2F11kp9n1zh0!19sChIJDRnjHrTByRIRG0kjt2nDfhA?authuser=0&hl=fr&rclk=1","Garage du canet","5,0","(60)","Atelier de carrosserie automobile","·","43 Bd Truphème","·","Fermé","· Ouvre à 08:00 lun.","06 20 24 70 34","","","Itinéraires","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Super","","","garage",": rapidité, qualité, gentillesse."""
"https://www.google.fr/maps/place/Cosy+Joliette,+central,+climatis%C3%A9,+2+chambres,+WIFI,+Garage/data=!4m10!3m9!1s0x12c9c0ebf380d205:0x97e8481b75ee8bee!5m2!4m1!1i2!8m2!3d43.304699!4d5.3689098!16s%2Fg%2F11vxzdfn5n!19sChIJBdKA8-vAyRIR7ovudRtI6Jc?authuser=0&hl=fr&rclk=1","Cosy Joliette, central, climatisé, 2 chambres, WIFI, Garage","","","Location de vacances","","","","","","","https://br.bluepillow.com/search/65cacd64671b07d23c7048da?dest=bkng&cat=Apartment&lat=43.3047&lng=5.36891&language=pt","","Site Web","","Itinéraires","","","","","",""
"https://www.google.fr/maps/place/9+Blvd+de+Paris+Garage/data=!4m7!3m6!1s0x12c9c0ecbc40909d:0x3563270306721dd1!8m2!3d43.3054455!4d5.3725287!16s%2Fg%2F11gd67zk2t!19sChIJnZBAvOzAyRIR0R1yBgMnYzU?authuser=0&hl=fr&rclk=1","9 Blvd de Paris Garage","","","Parking","·","·","9 Bd de Paris","","","","","","Itinéraires","","","","","","","",""
"https://www.google.fr/maps/place/L%E2%80%99automobile+Du+13/data=!4m7!3m6!1s0x12c9c1c7ef58038b:0x33ef4ed8616cbf3!8m2!3d43.3057239!4d5.3804997!16s%2Fg%2F11fh_rdkh3!19sChIJiwNY78fByRIR88sWhu30PgM?authuser=0&hl=fr&rclk=1","L’automobile Du 13","5,0","(2)","Garage automobile","·","20 Rue Léon Gozlan","·","Fermé","· Ouvre à 08:00 sam.","06 95 39 95 80","","","Itinéraires","","","","","","","",""
"https://www.google.fr/maps/place/Garage+bdm/data=!4m7!3m6!1s0x12c9c08466aa8b5d:0xb150bfb39b9550e4!8m2!3d43.3116237!4d5.387938!16s%2Fg%2F11b6dr1ygl!19sChIJXYuqZoTAyRIR5FCVm7O_ULE?authuser=0&hl=fr&rclk=1","Garage bdm","4,1","(30)","Garage automobile","·","55 Rue Fortuné Jourdan","·","Ferme bientôt","· 19:00 · Ouvre à 09:30 lun.","04 91 50 50 71","","","Itinéraires","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Mecano compétent, prix résonnable
Rapide efficace""","","","",""
"https://www.google.fr/maps/place/MOBILITO+St+Charles+-+Garage+M%C3%A9canique+et+Carrosserie/data=!4m7!3m6!1s0x12c9c0909561a7b3:0xb159e69cb2ac7fb4!8m2!3d43.3056263!4d5.3823756!16s%2Fg%2F1vxv38wn!19sChIJs6dhlZDAyRIRtH-sspzmWbE?authuser=0&hl=fr&rclk=1","MOBILITO St Charles - Garage Mécanique et Carrosserie","4,4","(22)","Atelier de carrosserie automobile","·","·","14 Rue de Crimée","Fermé","· Ouvre à 08:30 lun.","04 88 92 62 47","","","Itinéraires","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Je recommandes""","","·","",""
"https://www.google.fr/maps/place/Carrosserie+Planete+Auto/data=!4m7!3m6!1s0x12c9c092fcfd24f1:0x8d079f0fadae192a!8m2!3d43.3073141!4d5.3752076!16s%2Fg%2F1tfsvz7_!19sChIJ8ST9_JLAyRIRKhmurQ-fB40?authuser=0&hl=fr&rclk=1","Carrosserie Planete Auto","4,9","(258)","Atelier de carrosserie automobile","·","·","15 Rue d'Amiens","Fermé","· Ouvre à 08:00 lun.","04 91 50 42 41","","","Itinéraires","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Très bon","","·","garage","très professionnel très efficace très bon résultat !!"""
"https://www.google.fr/maps/place/garage+awra/data=!4m7!3m6!1s0x12c9c048a1af5337:0xa50810f142252a8e!8m2!3d43.3353826!4d5.362976!16s%2Fg%2F11bzz64dmf!19sChIJN1OvoUjAyRIRjiolQvEQCKU?authuser=0&hl=fr&rclk=1","garage awra","2,3","(18)","Atelier de réparation automobile","·","·","5 Bd Viala","","","06 20 22 16 88","","","Itinéraires","","","","","","","",""
"https://www.google.fr/maps/place/Garage+de+la+Madrague-Ville/data=!4m7!3m6!1s0x12c9c04eb3351f07:0xc556808945aac13e!8m2!3d43.3344149!4d5.3584026!16s%2Fg%2F11c2pm_1wc!19sChIJBx81s07AyRIRPsGqRYmAVsU?authuser=0&hl=fr&rclk=1","Garage de la Madrague-Ville","5,0","(4)","Garage automobile","·","89 Bd Viala","","Fermé","· Ouvre à 09:00 sam.","","","","Itinéraires","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Très bon travail et des prix raisonnables""","","","",""
"https://www.google.fr/maps/place/Garage+Du+Cap/data=!4m7!3m6!1s0x12c9c04aab28d543:0x5bc47926660ea3a9!8m2!3d43.3391615!4d5.3520161!16s%2Fg%2F11bzz43lgn!19sChIJQ9Uoq0rAyRIRqaMOZiZ5xFs?authuser=0&hl=fr&rclk=1","Garage Du Cap","4,1","(20)","Atelier de réparation automobile","·","·","25 Chem. du Cap-Janet","Fermé","· Ouvre à 08:30 lun.","06 23 56 66 75","","","Itinéraires","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Très bon travail rapide et efficace.""","","·","",""
"https://www.google.fr/maps/place/Garage+De+L%27avenir/data=!4m7!3m6!1s0x12c9bf59524940a7:0xf97eba30fd11bd11!8m2!3d43.2938928!4d5.398631!16s%2Fg%2F1tgs7xfk!19sChIJp0BJUlm_yRIREb0R_TC6fvk?authuser=0&hl=fr&rclk=1","Garage De L'avenir","4,8","(86)","Mécanicien","·","·","151 Rue du Camas","Ferme bientôt","· 19:00 · Ouvre à 08:00 lun.","04 91 92 49 19","","","Itinéraires","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","","·","Garage","très sérieux, personnes de confiance, très bonne expérience"""
"https://www.google.fr/maps/place/NATIONAL+AUTOMOBILES/data=!4m7!3m6!1s0x12c9c09064b65d5d:0xf64de7aa1edbd9a0!8m2!3d43.3070293!4d5.3827431!16s%2Fg%2F1trzsn69!19sChIJXV22ZJDAyRIRoNnbHqrnTfY?authuser=0&hl=fr&rclk=1","NATIONAL AUTOMOBILES","4,0","(10)","Garage automobile","·","·","116 Bd National","Fermé","· Ouvre à 09:00 lun.","04 91 62 64 45","http://www.eurorepar.fr/dhtml/page-trouvez-votre-eurorepar-10029.php","","Site Web","","Itinéraires","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Excellent garagiste !""","","·","",""
"https://www.google.fr/maps/place/Garage+lpc/data=!4m7!3m6!1s0x12c9c16752cf4b15:0xc67e0ea9e32e1cc3!8m2!3d43.3059888!4d5.3851558!16s%2Fg%2F11wptg3dny!19sChIJFUvPUmfByRIRwxwu46kOfsY?authuser=0&hl=fr&rclk=1","Garage lpc","5,0","(2)","Atelier de carrosserie automobile","·","20 Rue Guibal","·","Ferme bientôt","· 19:00 · Ouvre à 10:00 sam.","07 58 02 91 84","http://garage-l-p.com/","","Site Web","","Itinéraires","","","","","",""
"https://www.google.fr/maps/place/Avenir+Motoscoots/data=!4m7!3m6!1s0x12c9c0ed1a2a82e7:0x5bf16636051bb0e5!8m2!3d43.3077974!4d5.3712206!16s%2Fg%2F1tdj693z!19sChIJ54IqGu3AyRIR5bAbBTZm8Vs?authuser=0&hl=fr&rclk=1","Avenir Motoscoots","5,0","(87)","Atelier de réparation de scooters","·","53 Bd de Paris","·","Fermé","· Ouvre à 09:00 lun.","04 96 17 52 83","","","Itinéraires","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","","","Garage","de grande qualité."""
"https://www.google.fr/maps/place/GARAGE+DE+VINCI/data=!4m7!3m6!1s0x12c9c1d3b2882bbd:0x3495a7188cef03b4!8m2!3d43.2893792!4d5.3782717!16s%2Fg%2F11scz0_ctm!19sChIJvSuIstPByRIRtAPvjBinlTQ?authuser=0&hl=fr&rclk=1","GARAGE DE VINCI","5,0","(42)","Atelier de carrosserie automobile","·","·","96 Rue Paradis","Ferme bientôt","· 19:00 · Ouvre à 07:45 sam.","06 64 31 44 19","","","Itinéraires","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Très gentil, compétent et réactif","","·","Garage","dans le 5eme arrondissement"""
"https://www.google.fr/maps/place/Euro+Garage/data=!4m7!3m6!1s0x12c9c066f5072357:0xc09ed0ad59937ee3!8m2!3d43.3261778!4d5.3767934!16s%2Fg%2F11bzzy9p0f!19sChIJVyMH9WbAyRIR436TWa3QnsA?authuser=0&hl=fr&rclk=1","Euro Garage","5,0","(1)","Atelier de réparation automobile","·","25 Bd Charles Moretti","","","","04 91 02 12 54","","","Itinéraires","","","","","","","",""
"https://www.google.fr/maps/place/Garage+Tourski/data=!4m7!3m6!1s0x12c9c16990550a83:0x8761f2d9e39647ee!8m2!3d43.3176098!4d5.3779079!16s%2Fg%2F11qp0qjf92!19sChIJgwpVkGnByRIR7keW49nyYYc?authuser=0&hl=fr&rclk=1","Garage Tourski","4,6","(16)","Atelier de carrosserie automobile","·","16 Trav. de Gibbes","·","Fermé","· Ouvre à 08:00 sam.","06 03 02 30 65","","","Itinéraires","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Un","","","garage","professionnel et humain, je recommande sans hésiter."""
"https://www.google.fr/maps/place/Garage+Rapid%27Vulca/data=!4m7!3m6!1s0x12c9bf6062a51aff:0xaeea3e2f3e76ef63!8m2!3d43.2995107!4d5.3964664!16s%2Fg%2F1tly616y!19sChIJ_xqlYmC_yRIRY-92Pi8-6q4?authuser=0&hl=fr&rclk=1","Garage Rapid'Vulca","4,8","(70)","Atelier de mécanique automobile","·","·","82-84 Rue Monte Cristo","Ferme bientôt","· 19:00 · Ouvre à 07:45 lun.","04 91 34 20 65","","","Itinéraires","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","","·","Garage","traditionnel mais de super qualité humaine"""
"https://www.google.fr/maps/place/Garage/data=!4m7!3m6!1s0x12c9c1006f56cdf7:0xa2abb6b4bcd55e30!8m2!3d43.3138816!4d5.3751099!16s%2Fg%2F11w4q4218f!19sChIJ981WbwDByRIRMF7VvLS2q6I?authuser=0&hl=fr&rclk=1","Garage","","","Parking","·","·","17 Rue Jouven","","","","","","Itinéraires","","","","","","","",""
"https://www.google.fr/maps/place/Garage+rayan+auto/data=!4m7!3m6!1s0x12c9c1a8199da643:0xe6fea3c79a61bea8!8m2!3d43.3333781!4d5.3624699!16s%2Fg%2F11vspmyz8n!19sChIJQ6adGajByRIRqL5hmsej_uY?authuser=0&hl=fr&rclk=1","Garage rayan auto","4,1","(9)","Garage automobile","·","·","28 Bd de la Méditerranée","Fermé","· Ouvre à 09:00 sam.","06 05 94 46 60","","","Itinéraires","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Merci encore c'est rassurant de trouver des garagistes de qualité.""","","·","",""
"https://www.google.fr/maps/place/GARAGE+MG+AUTOS+13/data=!4m7!3m6!1s0x12c9c1d70d9f4b47:0xae9f36542d862776!8m2!3d43.3350165!4d5.3632261!16s%2Fg%2F11qpz_n948!19sChIJR0ufDdfByRIRdieGLVQ2n64?authuser=0&hl=fr&rclk=1","GARAGE MG AUTOS 13","5,0","(4)","Garage automobile","·","·","2 Bd des Italiens","Fermé","· Ouvre à 09:00 sam.","06 51 50 56 44","","","Itinéraires","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Top top très bon","","·","garage","très pro"""
"https://www.google.fr/maps/place/Bosch+Car+Service+-+Garage+Marseille+Centre/data=!4m7!3m6!1s0x12c9c127e57f218d:0xfed882ceeaf538!8m2!3d43.3057748!4d5.3822177!16s%2Fg%2F11sj9v9jpq!19sChIJjSF_5SfByRIROPXqzoLY_gA?authuser=0&hl=fr&rclk=1","Bosch Car Service - Garage Marseille Centre","5,0","(21)","Garage automobile","·","·","20 Rue de Crimée","Fermé","· Ouvre à 08:30 lun.","04 91 50 44 19","http://www.boschcarservice.fr/","","Site Web","","Itinéraires","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","","·","Garage","de qualité, ce qui est rare à Marseille."""
"https://www.google.fr/maps/place/Garage+Sleiman/data=!4m7!3m6!1s0x12c9c04562d37c7f:0xcc7e3086c1410e1a!8m2!3d43.3311603!4d5.3625798!16s%2Fg%2F1tdz20cx!19sChIJf3zTYkXAyRIRGg5BwYYwfsw?authuser=0&hl=fr&rclk=1","Garage Sleiman","4,3","(14)","Atelier de carrosserie automobile","·","·","35 Rue Alexandre Meradou 15EME","Fermé","· Ouvre à 08:00 lun.","04 91 58 68 35","","","Itinéraires","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Très bon carrossier , honnête , travail appliqué , et prix raisonnable…""","","·","",""
"https://www.google.fr/maps/place/Garage+Fanfan/data=!4m7!3m6!1s0x12c9c04610903417:0x92dca8835389de61!8m2!3d43.3349625!4d5.3632557!16s%2Fg%2F11g6lv203p!19sChIJFzSQEEbAyRIRYd6JU4Oo3JI?authuser=0&hl=fr&rclk=1","Garage Fanfan","5,0","(2)","Atelier de réparation automobile","·","2 Bd des Italiens","","","","","","","Itinéraires","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Super service rapide avec des tarifs très compétitifs.""","","","",""
"https://www.google.fr/maps/place/Garage+Alessi/data=!4m7!3m6!1s0x12c9c0676cee71db:0xa0b40e303356ead7!8m2!3d43.3257552!4d5.3743246!16s%2Fg%2F1tg3d54k!19sChIJ23HubGfAyRIR1-pWMzAOtKA?authuser=0&hl=fr&rclk=1","Garage Alessi","4,7","(9)","Atelier de carrosserie automobile","·","·","110 Bd Danielle Casanova","","","04 91 67 50 59","","","Itinéraires","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","","","Garage","tres serieux, gentil et honete."""
"https://www.google.fr/maps/place/Garage+Biskra+02/data=!4m7!3m6!1s0x12c9c1d28b3c57a1:0x3de6ae4da37e9a08!8m2!3d43.3274716!4d5.3769568!16s%2Fg%2F11l2ctf847!19sChIJoVc8i9LByRIRCJp-o02u5j0?authuser=0&hl=fr&rclk=1","Garage Biskra 02","1,0","(2)","Garage automobile","·","·","23 Rue de Biskra","Ferme bientôt","· 19:00 · Ouvre à 08:00 sam.","07 56 95 36 50","https://www.societe.com/societe/monsieur-youcef-achit-883983215.html","","Site Web","","Itinéraires","","","","·","",""
"https://www.google.fr/maps/place/Garage+Amelie/data=!4m7!3m6!1s0x12c9c0665ab3ca0f:0xb4b28eb131eaccf9!8m2!3d43.3269467!4d5.3765975!16s%2Fg%2F11gdrvnld4!19sChIJD8qzWmbAyRIR-czqMbGOsrQ?authuser=0&hl=fr&rclk=1","Garage Amelie","4,5","(2)","Atelier de réparation automobile","·","21 Rue Amélie","","","","07 77 81 14 23","","","Itinéraires","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""le lieu ne paye pas de mine mais on y travaille bien.""","","","",""
"https://www.google.fr/maps/place/Garage+Anjou+-+Carrosserie+%26+M%C3%A9canique/data=!4m7!3m6!1s0x12c9c1000391ff79:0xe1e067b57bbe77f6!8m2!3d43.3359054!4d5.360593!16s%2Fg%2F11wvmwxtvp!19sChIJef-RAwDByRIR9ne-e7Vn4OE?authuser=0&hl=fr&rclk=1","Garage Anjou - Carrosserie & Mécanique","5,0","(22)","Mécanicien","·","48 Bd d'Anjou","·","Fermé","· Ouvre à 08:00 sam.","06 24 76 72 50","","","Itinéraires","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Très bon","","","garage",", bonne expérience, travail de qualité"""
"https://www.google.fr/maps/place/Location+appartement+T2+et+location+de+garage/data=!4m7!3m6!1s0x12c9c1002d108195:0x4574ade259343476!8m2!3d43.3093559!4d5.3701759!16s%2Fg%2F11xsrrt92h!19sChIJlYEQLQDByRIRdjQ0WeKtdEU?authuser=0&hl=fr&rclk=1","Location appartement T2 et location de garage","","","Résidence","","","","","","","","","Itinéraires","","","","","","","",""
"https://www.google.fr/maps/place/Garage/data=!4m7!3m6!1s0x12c9c10037aba2e1:0xeb776189ccbd24a0!8m2!3d43.2919248!4d5.3566884!16s%2Fg%2F11lw8sbvr3!19sChIJ4aKrNwDByRIRoCS9zIlhd-s?authuser=0&hl=fr&rclk=1","Garage","","","Résidence","·","102 Bd Charles Livon","","","","","","","Itinéraires","","","","","","","",""
"https://www.google.fr/maps/place/Decazes+Pneus+Service/data=!4m7!3m6!1s0x12c9c0d175bdbb41:0xa08eaf980118efc7!8m2!3d43.287266!4d5.359915!16s%2Fg%2F1tg_6clr!19sChIJQbu9ddHAyRIRx-8YAZivjqA?authuser=0&hl=fr&rclk=1","Decazes Pneus Service","4,6","(66)","Atelier de mécanique automobile","·","·","33A Rue Decazes","Fermé","· Ouvre à 09:30 lun.","04 91 90 33 38","","","Itinéraires","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Un","","·","garage","de quartier honnête, serviable et compétent ce qui est rare."""
"https://www.google.fr/maps/place/375+Boulevard+National+Garage/data=!4m7!3m6!1s0x12c9c08cadabbb41:0xf0357db1d51ec4cd!8m2!3d43.3139766!4d5.3731949!16s%2Fg%2F11jz5g7862!19sChIJQburrYzAyRIRzcQe1bF9NfA?authuser=0&hl=fr&rclk=1","375 Boulevard National Garage","","","Parking","·","·","375 Bd National","","","04 91 64 42 04","","","Itinéraires","","","","","","","",""
"https://www.google.fr/maps/place/Garage+MAEVA/data=!4m7!3m6!1s0x12c9c13434e01f33:0x7e5171bf2e9fbd63!8m2!3d43.3121031!4d5.381542!16s%2Fg%2F11qvcwl35l!19sChIJMx_gNDTByRIRY72fLr9xUX4?authuser=0&hl=fr&rclk=1","Garage MAEVA","3,0","(4)","Atelier de carrosserie automobile","·","35A Bd Boues","·","Fermé","· Ouvre à 09:00 sam.","06 64 17 87 33","","","Itinéraires","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Rapide et propre.""","","","",""
